name,description,attributes[Effects],attributes[Textures],attributes[Slider 1],attributes[Slider 2]
Refract Pass #1304,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Mosher + Mosher + Slick + Radial,refrac_05,~0%,~0%
Refract Pass #1305,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Mosher + Slick + Radial + Radial,refrac_02,~0%,~0%
Refract Pass #1306,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Polytone + Radial + Radial + Radial,refrac_04 + CentreA,~0%,~0%
Refract Pass #1307,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Tape + Edgy + Squiggle + Radial,refrac_08,~0%,~0%
Refract Pass #1308,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Grainary + Lensman + Geotile + Geotile,refrac_03 + rainbow + reg4 + Cubic,~0%,~0%
Refract Pass #1309,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Radial + Papier + jambler + Squiggle,refrac_06,~0%,~0%
Refract Pass #1310,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Slick + Tape + Squiggle,refrac_04,~0%,~0%
Refract Pass #1311,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Papier + Papier + Polytone + Slider,refrac_09 + GrapefruitA,~49%,~49%
Refract Pass #1312,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Halo + Fresnel + Edgy,refrac_03,~49%,~49%
Refract Pass #1313,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Radial + Papier + Prism OJ,refrac_08,~49%,~49%
Refract Pass #1314,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Radial + Edgy + Squiggle + jambler,refrac_05,~0%,~0%
Refract Pass #1315,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Slick + Grainary + Fresnel,refrac_07,~49%,~49%
Refract Pass #1316,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Radial + Tape + Lensman,refrac_07 + rainbow,~0%,~0%
Refract Pass #1317,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Grainary + Papier + Watercolor + Polytone,refrac_09 + CentreA,~0%,~0%
Refract Pass #1318,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Polytone + Edgy + Squiggle,refrac_04 + MaracujaB,~49%,~49%
Refract Pass #1319,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Mosher + Slider + Watercolor + Radial,refrac_09,~49%,~49%
Refract Pass #1320,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Prism OJ + Edgy + jambler,refrac_07,~49%,~49%
Refract Pass #1321,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Tape + Tape + Radial + jambler,refrac_04,~0%,~0%
Refract Pass #1322,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Geotile + Slider + Radial + Geotile,refrac_02 + semi33344 + semi31212,~49%,~49%
Refract Pass #1323,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Grainary + Slick + Prism OJ + Lensman,refrac_07 + rainbow,~0%,~0%
Refract Pass #1324,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Lensman + Slick + jambler,refrac_04 + rainbow,~0%,~0%
Refract Pass #1325,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Radial + Tape + Prism OJ,refrac_03,~0%,~0%
Refract Pass #1326,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Edgy + Papier + Prism OJ + Edgy,refrac_09,~0%,~0%
Refract Pass #1327,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Swirl + Radial + Prism OJ + Radial,refrac_03,~0%,~0%
Refract Pass #1328,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Prism OJ + Squiggle + jambler,refrac_03,~49%,~49%
Refract Pass #1329,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Grainary + Fresnel + Radial + Edgy,refrac_02,~49%,~49%
Refract Pass #1330,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Radial + Slider + Tape + Lensman,refrac_09 + rainbow,~49%,~49%
Refract Pass #1331,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Polytone + Edgy + Radial,refrac_03 + Cyan,~49%,~49%
Refract Pass #1332,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Rotopane + Rotopane + Geotile + Radial,refrac_01 + semi33434,~49%,~49%
Refract Pass #1333,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Edgy + Tape + Radial + jambler,refrac_03,~0%,~0%
Refract Pass #1334,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Fresnel + jambler + Polytone + Mosher,refrac_06 + GrapefruitA,~49%,~49%
Refract Pass #1335,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Edgy + Polytone + Fresnel + Prism OJ,refrac_06 + SphericA,~49%,~49%
Refract Pass #1336,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Radial + Edgy + Radial + Prism OJ,refrac_04,~0%,~0%
Refract Pass #1337,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Radial + Geotile + Edgy,refrac_05 + Funky,~0%,~0%
Refract Pass #1338,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Radial + Tape + Radial + Squiggle,refrac_09,~0%,~0%
Refract Pass #1339,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Edgy + Slider + Polytone + Geotile,refrac_01 + Dusk + reg4,~49%,~49%
Refract Pass #1340,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Rotopane + Rotopane + Mosher + Mosher,refrac_01,~49%,~49%
Refract Pass #1341,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Grainary + Squiggle + Prism OJ + Polytone,refrac_02 + SphericA,~0%,~0%
Refract Pass #1342,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Grainary + Slider + Edgy,refrac_03,~49%,~49%
Refract Pass #1343,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Polytone + Halo + Prism OJ + Radial,refrac_06 + GrapefruitB,~49%,~49%
Refract Pass #1344,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Radial + Radial + Edgy + Prism OJ,refrac_07,~0%,~0%
Refract Pass #1345,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Papier + Polytone + jambler,refrac_06 + White,~0%,~0%
Refract Pass #1346,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Geotile + Radial + Squiggle + Radial,refrac_04 + Saw,~0%,~0%
Refract Pass #1347,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Papier + Lensman + Tape + Lensman,refrac_09 + dichro + rainbow,~0%,~0%
Refract Pass #1348,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Fresnel + Slider + jambler,refrac_07,~49%,~49%
Refract Pass #1349,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Geotile + Prism OJ + Edgy,refrac_01 + reg4,~49%,~49%
Refract Pass #1350,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Geotile + Lensman + Slick + Polytone,refrac_07 + semi3464 + dichro + CentreA,~0%,~0%
Refract Pass #1351,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Halo + jambler + Edgy,refrac_08,~49%,~49%
Refract Pass #1352,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Edgy + Polytone + Squiggle,refrac_06 + Dawn,~0%,~0%
Refract Pass #1353,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Prism OJ + Grainary + Radial,refrac_03,~0%,~0%
Refract Pass #1354,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Edgy + Polytone + Squiggle + Squiggle,refrac_02 + MaracujaA,~0%,~0%
Refract Pass #1355,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Edgy + Polytone + Fresnel + Polytone,refrac_06 + White + White,~49%,~49%
Refract Pass #1356,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Halo + Fresnel + Radial,refrac_06,~49%,~49%
Refract Pass #1357,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Papier + Fresnel + Slow,refrac_07,~49%,~49%
Refract Pass #1358,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Rotopane + Radial + Squiggle + Slow,refrac_04,~49%,~49%
Refract Pass #1359,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Polytone + Fresnel + Squiggle + Edgy,refrac_04 + SpectreA,~49%,~49%
Refract Pass #1360,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Polytone + Radial + Radial + Fresnel,refrac_07 + Cyan,~49%,~49%
Refract Pass #1361,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Slider + Polytone + Squiggle,refrac_05 + CentreB,~49%,~49%
Refract Pass #1362,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Edgy + Lensman + Tape + Edgy,refrac_06 + dichro,~0%,~0%
Refract Pass #1363,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Mosher + Slider + Geotile + Radial,refrac_06 + Saw,~49%,~49%
Refract Pass #1364,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Swirl + Rotopane + Radial + Slow,refrac_05,~49%,~49%
Refract Pass #1365,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Radial + Slick + Edgy,refrac_03,~0%,~0%
Refract Pass #1366,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Radial + Geotile + Slick + jambler,refrac_07 + semi488,~0%,~0%
Refract Pass #1367,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Tape + Fresnel + Slider + Slider,refrac_05,~49%,~49%
Refract Pass #1368,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Squiggle + Fresnel + jambler,refrac_03,~49%,~49%
Refract Pass #1369,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Slick + jambler + Slider,refrac_03,~49%,~49%
Refract Pass #1370,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Rotopane + Geotile + Halo + Radial,refrac_07 + Funky,~49%,~49%
Refract Pass #1371,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Papier + Watercolor + Geotile,refrac_05 + Funky,~49%,~49%
Refract Pass #1372,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Grainary + Tape + Slick + Geotile,refrac_04 + Pincer,~0%,~0%
Refract Pass #1373,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Radial + jambler + Watercolor + Edgy,refrac_06,~0%,~0%
Refract Pass #1374,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Tape + Prism OJ + Radial + Prism OJ,refrac_02,~0%,~0%
Refract Pass #1375,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Tape + Papier + Slider + Slow,refrac_03,~49%,~49%
Refract Pass #1376,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Tape + Radial + Grainary + Prism OJ,refrac_03,~0%,~0%
Refract Pass #1377,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Rotopane + Lensman + Polytone + Radial,refrac_03 + dichro + Abyss,~49%,~49%
Refract Pass #1378,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Slick + Mosher + Prism OJ,refrac_09,~49%,~49%
Refract Pass #1379,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Geotile + Prism OJ + Radial + Prism OJ,refrac_07 + semi488,~0%,~0%
Refract Pass #1380,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Radial + Papier + Slick,refrac_03,~0%,~0%
Refract Pass #1381,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Radial + Geotile + Tape + Radial,refrac_08 + Brick,~0%,~0%
Refract Pass #1382,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Grainary + Squiggle + Polytone,refrac_09 + CentreB,~49%,~49%
Refract Pass #1383,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Tape + Radial + Geotile + Radial,refrac_03 + Diamond,~0%,~0%
Refract Pass #1384,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Swirl + Radial + Squiggle + Squiggle,refrac_01,~0%,~0%
Refract Pass #1385,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Tape + Polytone + Tape + Lensman,refrac_02 + Rizer + rainbow,~0%,~0%
Refract Pass #1386,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Slider + Papier + Slider,refrac_06,~49%,~49%
Refract Pass #1387,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Fresnel + Mosher + Slick + Mosher,refrac_08,~49%,~49%
Refract Pass #1388,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Rotopane + Lensman + Slick + Radial,refrac_02 + dichro,~49%,~49%
Refract Pass #1389,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Grainary + Tape + Slider + Slider,refrac_03,~49%,~49%
Refract Pass #1390,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Radial + Halo + Lensman,refrac_09 + dichro,~49%,~49%
Refract Pass #1391,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Edgy + Grainary + jambler,refrac_06,~0%,~0%
Refract Pass #1392,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Radial + Edgy + Edgy + Lensman,refrac_09 + dichro,~0%,~0%
Refract Pass #1393,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Prism OJ + Lensman + Slider,refrac_05 + rainbow,~49%,~49%
Refract Pass #1394,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Prism OJ + Edgy + Polytone,refrac_05 + SphericA,~0%,~0%
Refract Pass #1395,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Papier + Polytone + Geotile + Geotile,refrac_03 + Brunch + Pincer + Cubic,~0%,~0%
Refract Pass #1396,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Polytone + Slider + Radial + Slick,refrac_05 + Venus,~49%,~49%
Refract Pass #1397,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Prism OJ + Polytone + Grainary + jambler,refrac_04 + Rizer,~0%,~0%
Refract Pass #1398,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Geotile + Tape + Slick + Fresnel,refrac_01 + semi3464,~49%,~49%
Refract Pass #1399,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Papier + Lensman + Fresnel + Fresnel,refrac_03 + rainbow,~49%,~49%
